EPOCH,Stock Name,ltp
1695832456,MCX:CRUDEOIL23OCTFUT,7795.0
1695832457,MCX:CRUDEOIL23OCTFUT,7795.0
1695832458,MCX:CRUDEOIL23OCTFUT,7795.0
1695832458,MCX:CRUDEOIL23OCTFUT,7795.0
1695832459,MCX:CRUDEOIL23OCTFUT,7795.0
1695832459,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7797.0
1695832460,MCX:CRUDEOIL23OCTFUT,7796.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832461,MCX:CRUDEOIL23OCTFUT,7797.0
1695832462,MCX:CRUDEOIL23OCTFUT,7797.0
1695832463,MCX:CRUDEOIL23OCTFUT,7797.0
1695832464,MCX:CRUDEOIL23OCTFUT,7797.0
1695832464,MCX:CRUDEOIL23OCTFUT,7797.0
1695832464,MCX:CRUDEOIL23OCTFUT,7797.0
1695832464,MCX:CRUDEOIL23OCTFUT,7797.0
1695832465,MCX:CRUDEOIL23OCTFUT,7798.0
1695832465,MCX:CRUDEOIL23OCTFUT,7798.0
1695832465,MCX:CRUDEOIL23OCTFUT,7798.0
1695832465,MCX:CRUDEOIL23OCTFUT,7798.0
1695832466,MCX:CRUDEOIL23OCTFUT,7798.0
1695832467,MCX:CRUDEOIL23OCTFUT,7798.0
1695832467,MCX:CRUDEOIL23OCTFUT,7798.0
1695832467,MCX:CRUDEOIL23OCTFUT,7798.0
1695832468,MCX:CRUDEOIL23OCTFUT,7798.0
1695832470,MCX:CRUDEOIL23OCTFUT,7798.0
1695832470,MCX:CRUDEOIL23OCTFUT,7798.0
1695832472,MCX:CRUDEOIL23OCTFUT,7798.0
1695832473,MCX:CRUDEOIL23OCTFUT,7798.0
1695832473,MCX:CRUDEOIL23OCTFUT,7798.0
1695832473,MCX:CRUDEOIL23OCTFUT,7798.0
1695832473,MCX:CRUDEOIL23OCTFUT,7798.0
1695832473,MCX:CRUDEOIL23OCTFUT,7798.0
1695832474,MCX:CRUDEOIL23OCTFUT,7798.0
1695832475,MCX:CRUDEOIL23OCTFUT,7798.0
1695832475,MCX:CRUDEOIL23OCTFUT,7798.0
1695832476,MCX:CRUDEOIL23OCTFUT,7798.0
1695832477,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832479,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832480,MCX:CRUDEOIL23OCTFUT,7798.0
1695832482,MCX:CRUDEOIL23OCTFUT,7798.0
1695832485,MCX:CRUDEOIL23OCTFUT,7798.0
1695832486,MCX:CRUDEOIL23OCTFUT,7798.0
1695832487,MCX:CRUDEOIL23OCTFUT,7798.0
1695832487,MCX:CRUDEOIL23OCTFUT,7798.0
1695832488,MCX:CRUDEOIL23OCTFUT,7798.0
1695832488,MCX:CRUDEOIL23OCTFUT,7798.0
1695832490,MCX:CRUDEOIL23OCTFUT,7798.0
1695832491,MCX:CRUDEOIL23OCTFUT,7798.0
1695832491,MCX:CRUDEOIL23OCTFUT,7798.0
